Gene Symbol,technical_prompt,uniprot_prompt
SLC4A11,HeLa cells with SLC4A11 knockdown showing high migration (distance),"SLC4A11 normally functions as Multifunctional transporter with an impact in cell morphology and differentiation (PubMed:20185830). In the presence of borate B(OH)4(-), acts as a voltage-dependent electrogenic Na(+)-coupled B(OH)4(-) cotransporter controlling boron homeostasis (By similarity). At early stages of stem cell differentiation, participates in synergy with ITGA5-ITGB1 and ITGAV-ITGB3 integrins and BMPR1A to promote cell adhesion and contractility that drives differentiation toward osteogenic commitment while inhibiting adipogenesis (PubMed:33247189). In the absence of B(OH)4(-), acts as a Na(+)-coupled OH(-) or H(+) permeable channel with implications in cellular redox balance. Regulates the oxidative stress response in corneal endothelium by enhancing antioxidant defenses and protecting cells from reactive oxygen species. In response to hypo-osmotic challenge, also acts as water permeable channel at the basolateral cell membrane of corneal endothelial cells and facilitates transendothelial fluid reabsorption in the aqueous humor. In the presence of ammonia, acts as an electrogenic NH3/H(+) cotransporter and may play a role in ammonia transport and reabsorption in renal Henle's loop epithelium (By similarity)"
SLC4A2,HeLa cells with SLC4A2 knockdown showing high migration (speed),"SLC4A2 normally functions as Sodium-independent anion exchanger which mediates the electroneutral exchange of chloride for bicarbonate ions across the cell membrane (By similarity). Plays an important role in osteoclast differentiation and function (By similarity). Regulates bone resorption and calpain-dependent actin cytoskeleton organization in osteoclasts via anion exchange-dependent control of pH (By similarity). Essential for intracellular pH regulation in CD8(+) T-cells upon CD3 stimulation, modulating CD8(+) T-cell response (By similarity)"
SLC4A3,HeLa cells with SLC4A3 knockdown showing high migration (distance),"SLC4A3 normally functions as Sodium-independent anion exchanger which mediates the electroneutral exchange of chloride for bicarbonate ions across the cell membrane. May be involved in the regulation of intracellular pH, and the modulation of cardiac action potential"
SLC4A4,HeLa cells with SLC4A4 knockdown showing high migration (distance) and increased proliferation,SLC4A4 normally functions as Electrogenic sodium/bicarbonate cotransporter with a Na(+):HCO3(-) stoichiometry varying from 1:2 to 1:3. May regulate bicarbonate influx/efflux at the basolateral membrane of cells and regulate intracellular pH
SLC4A5,HeLa cells with SLC4A5 knockdown showing low migration (distance),"SLC4A5 normally functions as Mediates sodium- and bicarbonate-dependent electrogenic sodium bicarbonate cotransport, with a Na(+):HCO3(-) stoichiometry varying from 1:2 to 1:3"
SLC4A7,HeLa cells with SLC4A7 knockdown showing low migration (distance),"SLC4A7 normally functions as Electroneutral sodium- and bicarbonate-dependent cotransporter with a Na(+):HCO3(-) 1:1 stoichiometry (PubMed:16439691, PubMed:22586225, PubMed:23401617). Mediates the sodium-dependent bicarbonate transport important for pH recovery after acid load as well as for regulation of steady-state pH in the duodenum and vascular smooth muscle cells (PubMed:16439691, PubMed:22586225, PubMed:23401617). Plays a key role in macrophage acidification, mediating bicarbonate import into the cytoplasm which is crucial for net acid extrusion and maintenance of cytoplasmic pH during phagocytosis (By similarity). Provides cellular bicarbonate for de novo purine and pyrimidine synthesis and is a key mediator of de novo nucleotide synthesis downstream of mTORC1 signaling in proliferating cells (By similarity). May be involved in maintaining locomotor activity, exploratory behavior, and hearing (PubMed:12808454, PubMed:33321164)"
SLC4A8,HeLa cells with SLC4A8 knockdown showing high migration (distance),"SLC4A8 normally functions as Mediates electroneutral sodium- and carbonate-dependent chloride-HCO3(-) exchange with a Na(+):HCO3(-) stoichiometry of 2:1 (PubMed:34584093, PubMed:8189393). Plays a major role in pH regulation in neurons (PubMed:8189393). Mediates sodium reabsorption in the renal cortical collecting ducts (By similarity)"
SLC4A9,HeLa cells with SLC4A9 knockdown showing low migration (distance),"SLC4A9 normally functions as Electroneutral Cl(-)/HCO3(-) antiporter that favors chloride ion entry and efflux of hydrogencarbonate and sodium ion across the basolateral membrane and may participate in salivary secretion (PubMed:25745107, PubMed:27114614). Also mediates Cl(-)/HCO3(-) exchange activity in the presence of K(+) as well as Cs(+), Li(+), and Rb(+) (PubMed:27114614). Does not contribute to Cl(-)/HCO3(-) exchanger in the apical membrane of the upper villous epithelium (PubMed:17170027)"
SLC5A1,HeLa cells with SLC5A1 knockdown showing high migration (distance),"SLC5A1 normally functions as Electrogenic Na(+)-coupled sugar symporter that actively transports D-glucose or D-galactose at the plasma membrane, with a Na(+) to sugar coupling ratio of 2:1. Transporter activity is driven by a transmembrane Na(+) electrochemical gradient set by the Na(+)/K(+) pump (By similarity). Has a primary role in the transport of dietary monosaccharides from enterocytes to blood. Responsible for the absorption of D-glucose or D-galactose across the apical brush-border membrane of enterocytes, whereas basolateral exit is provided by GLUT2. Additionally, functions as a D-glucose sensor in enteroendocrine cells, triggering the secretion of the incretins GCG and GIP that control food intake and energy homeostasis (By similarity). Together with SGLT2, functions in reabsorption of D-glucose from glomerular filtrate, playing a nonredundant role in the S3 segment of the proximal tubules (By similarity). Transports D-glucose into endometrial epithelial cells, controlling glycogen synthesis and nutritional support for the embryo as well as the decidual transformation of endometrium prior to conception (By similarity). Acts as a water channel enabling passive water transport in response to the osmotic gradient created upon sugar and Na(+) uptake. Has high water conductivity comparable to aquaporins and therefore is expected to play an important role in transepithelial water permeability, especially in the small intestine"
SLC5A10,HeLa cells with SLC5A10 knockdown showing high migration (distance) and migration (speed),"SLC5A10 normally functions as Electrogenic Na+-coupled sugar symporter that actively transports D-mannose or D-fructose at the plasma membrane, with a Na+ to sugar coupling ratio of 1:1. Transporter activity is driven by a transmembrane Na+ electrochemical gradient set by the Na+/K+ pump. Exclusively recognizes sugar substrates having a pyranose ring with an axial hydroxyl group on carbon 2 (By similarity) (PubMed:23451068). Has likely evolved to enable renal reabsorption of D-mannose, an important constituent of oligosaccharide chains of glycoproteins. Contributes to dietary D-fructose reabsorption from glomerular filtrate across the brush border of the kidney (By similarity) (PubMed:23451068)"
SLC5A11,HeLa cells with SLC5A11 knockdown showing low migration (distance),"SLC5A11 normally functions as Involved in the sodium-dependent cotransport of myo-inositol (MI) with a Na(+):MI stoichiometry of 2:1. Exclusively responsible for apical MI transport and absorption in intestine. Can also transport D-chiro-inositol (DCI) but not L-fucose (By similarity). Exhibits stereospecific cotransport of both D-glucose and D-xylose (By similarity). May induce apoptosis through the TNF-alpha, PDCD1 pathway (By similarity). May play a role in the regulation of MI concentration in serum, involving reabsorption in at least the proximal tubule of the kidney (By similarity)"
SLC5A12,HeLa cells with SLC5A12 knockdown showing low migration (distance),"SLC5A12 normally functions as Acts as an electroneutral and low-affinity sodium (Na(+))-dependent sodium-coupled solute transporter (PubMed:17692818). Catalyzes the transport across the plasma membrane of many monocarboxylates such as lactate, pyruvate, nicotinate, propionate, butyrate and beta-D-hydroxybutyrate (By similarity). May be responsible for the first step of reabsorption of monocarboxylates from the lumen of the proximal tubule of the kidney and the small intestine. May play also a role in monocarboxylates transport in the retina (By similarity)"
SLC5A2,HeLa cells with SLC5A2 knockdown showing high migration (distance) and migration (speed),"SLC5A2 normally functions as Electrogenic Na(+)-coupled sugar symporter that actively transports D-glucose at the plasma membrane, with a Na(+) to sugar coupling ratio of 1:1 (PubMed:20980548, PubMed:28592437, PubMed:34880493, PubMed:37217492, PubMed:38057552). Transporter activity is driven by a transmembrane Na(+) electrochemical gradient set by the Na(+)/K(+) pump (PubMed:20980548, PubMed:28592437, PubMed:34880493). Unlike SLC5A1/SGLT1, requires the auxiliary protein PDZK1IP1/MAP17 for full transporter activity (PubMed:37217492). Has a primary role in D-glucose reabsorption from glomerular filtrate across the brush border of the early proximal tubules of the kidney (By similarity)"
SLC5A3,HeLa cells with SLC5A3 knockdown showing low migration (distance),"SLC5A3 normally functions as Electrogenic Na(+)-coupled sugar symporter that actively transports myo-inositol and its stereoisomer scyllo-inositol across the plasma membrane, with a Na(+) to sugar coupling ratio of 2:1 (By similarity). Maintains myo-inositol concentration gradient that defines cell volume and fluid balance during osmotic stress, in particular in the fetoplacental unit and central nervous system (By similarity). Forms coregulatory complexes with voltage-gated K(+) ion channels, allosterically altering ion selectivity, voltage dependence and gating kinetics of the channel. In turn, K(+) efflux through the channel forms a local electrical gradient that modulates electrogenic Na(+)-coupled myo-inositol influx through the transporter (PubMed:24595108, PubMed:28793216). Associates with KCNQ1-KCNE2 channel in the apical membrane of choroid plexus epithelium and regulates the myo-inositol gradient between blood and cerebrospinal fluid with an impact on neuron excitability (By similarity) (PubMed:24595108). Associates with KCNQ2-KCNQ3 channel altering ion selectivity, increasing Na(+) and Cs(+) permeation relative to K(+) permeation (PubMed:28793216). Provides myo-inositol precursor for biosynthesis of phosphoinositides such as PI(4,5)P2, thus indirectly affecting the activity of phosphoinositide-dependent ion channels and Ca(2+) signaling upon osmotic stress (PubMed:27217553)"
SLC5A4,HeLa cells with SLC5A4 knockdown showing low migration (distance),"SLC5A4 normally functions as Generates D-glucose-induced depolarization in a pH-dependent and Na(+)-independent manner, with activity in acidic conditions (pH 5) but not neutral conditions"
SLC5A5,HeLa cells with SLC5A5 knockdown showing low migration (distance),"SLC5A5 normally functions as Sodium:iodide symporter that mediates the transport of iodide into the thyroid gland (PubMed:12488351, PubMed:18372236, PubMed:18708479, PubMed:20797386, PubMed:31310151, PubMed:32084174, PubMed:8806637, PubMed:9329364). Can also mediate the transport of chlorate, thiocynate, nitrate and selenocynate (PubMed:12488351)"
SLC5A6,HeLa cells with SLC5A6 knockdown showing low migration (distance),"SLC5A6 normally functions as Sodium-dependent multivitamin transporter that mediates the electrogenic transport of pantothenate, biotin, lipoate and iodide (PubMed:23104561). Functions as a Na(+)-coupled substrate symporter where the stoichiometry of Na(+):substrate is 2:1, creating an electrochemical Na(+) gradient used as driving force for substrate uptake (By similarity). Required for biotin and pantothenate uptake in the intestine across the brush border membrane (PubMed:23104561). Plays a role in the maintenance of intestinal mucosa integrity, by providing the gut mucosa with biotin (PubMed:27492331). Contributes to the luminal uptake of biotin and pantothenate into the brain across the blood-brain barrier (By similarity)"
SLC5A7,HeLa cells with SLC5A7 knockdown showing high migration (distance),"SLC5A7 normally functions as High-affinity Na(+)-coupled choline transmembrane symporter (PubMed:11709061, PubMed:15173594). Functions as an electrogenic, voltage-dependent transporter with variable charge/choline stoichiometry (By similarity). Choline uptake and choline-induced current is also Cl(-)-dependent where Cl(-) is likely a regulatory ion rather than cotransported ion (By similarity). Plays a critical role in acetylcholine (ACh) synthesis by taking up the substrate choline from the synaptic cleft into the presynaptic nerve terminals after neurotransmitter release (By similarity). SLC5A7/CHT1-mediated choline high-affinity transport in cholinergic neurons is the rate-limiting step for production of ACh, thereby facilitating communication by subsequent action potentials (PubMed:11709061, PubMed:15173594). Localized predominantly in presynaptic terminal intracellular organelles, and translocated to the plasma membrane in active form in response to neuronal activity (By similarity)"
SLC5A8,HeLa cells with SLC5A8 knockdown showing high migration (distance),"SLC5A8 normally functions as Acts as an electrogenic sodium (Na(+)) and chloride (Cl-)-dependent sodium-coupled solute transporter, including transport of monocarboxylates (short-chain fatty acids including L-lactate, D-lactate, pyruvate, acetate, propionate, valerate and butyrate), mocarboxylate drugs (nicotinate, benzoate, salicylate and 5-aminosalicylate) and ketone bodies (beta-D-hydroxybutyrate, acetoacetate and alpha-ketoisocaproate), with a Na(+):substrate stoichiometry of between 4:1 and 2:1 (By similarity). Catalyzes passive carrier mediated diffusion of iodide. Mediates iodide transport from the thyrocyte into the colloid lumen through the apical membrane (By similarity). Mediates sodium-coupled electrogenic transport of pyroglutamate (5-oxo-L-proline) (By similarity). Can mediate the transport of chloride, bromide, iodide and nitrate ions when external concentration of sodium ions is reduced (By similarity)"
SLC6A1,,"SLC6A1 normally functions as Mediates transport of gamma-aminobutyric acid (GABA) together with sodium and chloride and is responsible for the reuptake of GABA from the synapse (PubMed:30132828). The translocation of GABA, however, may also occur in the reverse direction leading to the release of GABA (By similarity). The direction and magnitude of GABA transport is a consequence of the prevailing thermodynamic conditions, determined by membrane potential and the intracellular and extracellular concentrations of Na(+), Cl(-) and GABA (By similarity). Can also mediate sodium- and chloride-dependent transport of hypotaurine but to a much lower extent as compared to GABA (By similarity)"
SLC6A10P,HeLa cells with SLC6A10P knockdown showing low migration (distance),
SLC6A11,,SLC6A11 normally functions as Mediates sodium- and chloride-dependent transport of gamma-aminobutyric acid (GABA) (PubMed:7874447). Can also mediate transport of beta-alanine and to a lower extent that of taurine and hypotaurine (By similarity)
SLC6A12,HeLa cells with SLC6A12 knockdown showing high migration (distance),"SLC6A12 normally functions as Transporter that mediates cellular uptake of betaine and GABA in a sodium- and chloride-dependent process (PubMed:10358010). May have a role in regulation of GABAergic transmission in the brain through the reuptake of GABA into presynaptic terminals, as well as in osmotic regulation (By similarity). Probably also involved in renal and hepatic osmotic regulation (By similarity)"
SLC6A13,HeLa cells with SLC6A13 knockdown showing high migration (distance),"SLC6A13 normally functions as Mediates sodium- and chloride-dependent transport of gamma-aminobutyric acid (GABA) (By similarity). Can also mediate transport of beta-alanine, taurine and hypotaurine (By similarity)"
SLC6A14,HeLa cells with SLC6A14 knockdown showing low migration (distance),"SLC6A14 normally functions as Amino acid transporter that plays an important role in the absorption of amino acids in the intestinal tract. Mediates the uptake of a broad range of neutral and cationic amino acids (with the exception of proline) in a Na(+)/Cl(-)-dependent manner (PubMed:10446133). Transports non-alpha-amino acids such as beta-alanine with low affinity, and has a higher affinity for dipolar and cationic amino acids such as leucine and lysine (PubMed:18599538). Can also transport carnitine, butirylcarnitine and propionylcarnitine coupled to the transmembrane gradients of Na(+) and Cl(-) (PubMed:17855766)"
SLC6A15,HeLa cells with SLC6A15 knockdown showing low migration (distance),"SLC6A15 normally functions as Functions as a sodium-dependent neutral amino acid transporter. Exhibits preference for the branched-chain amino acids, particularly leucine, valine and isoleucine and methionine. Can also transport low-affinity substrates such as alanine, phenylalanine, glutamine and pipecolic acid. Mediates the saturable, pH-sensitive and electrogenic cotransport of proline and sodium ions with a stoichiometry of 1:1. May have a role as transporter for neurotransmitter precursors into neurons. In contrast to other members of the neurotransmitter transporter family, does not appear to be chloride-dependent"
SLC6A16,HeLa cells with SLC6A16 knockdown showing low migration (distance),
SLC6A2,HeLa cells with SLC6A2 knockdown showing high migration (distance),SLC6A2 normally functions as Mediates sodium- and chloride-dependent transport of norepinephrine (also known as noradrenaline) (PubMed:16269905). Can also mediate sodium- and chloride-dependent transport of dopamine (By similarity)
SLC6A20,HeLa cells with SLC6A20 knockdown showing high migration (distance),"SLC6A20 normally functions as Mediates the Na(+)- and Cl(-)-dependent uptake of imino acids such as L-proline, N-methyl-L-proline and pipecolate as well as N-methylated amino acids (PubMed:15632147). Also transports glycine, regulates proline and glycine homeostasis in the brain playing a role in the modulation of NMDAR currents (By similarity)"
SLC6A3,HeLa cells with SLC6A3 knockdown showing high migration (distance),"SLC6A3 normally functions as Mediates sodium- and chloride-dependent transport of dopamine (PubMed:1502198, PubMed:1765147, PubMed:1948034, PubMed:1948035, PubMed:8125921). Also mediates sodium- and chloride-dependent transport of norepinephrine (also known as noradrenaline) (PubMed:8125921). Regulator of light-dependent retinal hyaloid vessel regression, downstream of OPN5 signaling (By similarity)"
SLC6A4,HeLa cells with SLC6A4 knockdown showing high migration (distance),"SLC6A4 normally functions as Serotonin transporter that cotransports serotonin with one Na(+) ion in exchange for one K(+) ion and possibly one proton in an overall electroneutral transport cycle. Transports serotonin across the plasma membrane from the extracellular compartment to the cytosol thus limiting serotonin intercellular signaling (By similarity) (PubMed:8601815). Essential for serotonin homeostasis in the central nervous system. In the developing somatosensory cortex, acts in glutamatergic neurons to control serotonin uptake and its trophic functions accounting for proper spatial organization of cortical neurons and elaboration of sensory circuits. In the mature cortex, acts primarily in brainstem raphe neurons to mediate serotonin uptake from the synaptic cleft back into the pre-synaptic terminal thus terminating serotonin signaling at the synapse (By similarity). Modulates mucosal serotonin levels in the gastrointestinal tract through uptake and clearance of serotonin in enterocytes. Required for enteric neurogenesis and gastrointestinal reflexes (By similarity). Regulates blood serotonin levels by ensuring rapid high affinity uptake of serotonin from plasma to platelets, where it is further stored in dense granules via vesicular monoamine transporters and then released upon stimulation. Mechanistically, the transport cycle starts with an outward-open conformation having Na1(+) and Cl(-) sites occupied. The binding of a second extracellular Na2(+) ion and serotonin substrate leads to structural changes to outward-occluded to inward-occluded to inward-open, where the Na2(+) ion and serotonin are released into the cytosol. Binding of intracellular K(+) ion induces conformational transitions to inward-occluded to outward-open and completes the cycle by releasing K(+) possibly together with a proton bound to Asp-98 into the extracellular compartment. Na1(+) and Cl(-) ions remain bound throughout the transport cycle (By similarity) (PubMed:8601815). Additionally, displays serotonin-induced channel-like conductance for monovalent cations, mainly Na(+) ions. The channel activity is uncoupled from the transport cycle and may contribute to the membrane resting potential or excitability (By similarity)"
SLC6A5,HeLa cells with SLC6A5 knockdown showing high migration (distance),SLC6A5 normally functions as Sodium- and chloride-dependent glycine transporter. Terminates the action of glycine by its high affinity sodium-dependent reuptake into presynaptic terminals. May be responsible for the termination of neurotransmission at strychnine-sensitive glycinergic synapses (By similarity)
SLC6A6,,"SLC6A6 normally functions as Mediates sodium- and chloride-dependent transport of taurine (PubMed:31345061, PubMed:31903486, PubMed:8010975, PubMed:8382624, PubMed:8654117). Mediates transport of beta-alanine (PubMed:8010975). Can also mediate transport of hypotaurine and gamma-aminobutyric acid (GABA) (By similarity)"
SLC6A7,HeLa cells with SLC6A7 knockdown showing high migration (distance),SLC6A7 normally functions as Brain specific sodium (and chloride)-dependent proline transporter. Terminates the action of proline by its high affinity sodium-dependent reuptake into presynaptic terminals
SLC6A8,,"SLC6A8 normally functions as Creatine:sodium symporter which mediates the uptake of creatine (PubMed:12433955, PubMed:15702372, PubMed:32115505, PubMed:8297374). Plays an important role in supplying creatine to the brain via the blood-brain barrier (By similarity)"
SLC6A9,HeLa cells with SLC6A9 knockdown showing high migration (speed) and low increased proliferation,SLC6A9 normally functions as Sodium- and chloride-dependent glycine transporter (PubMed:8183239). Essential for regulating glycine concentrations at inhibitory glycinergic synapses
SLC7A1,HeLa cells with SLC7A1 knockdown showing low migration (distance),"SLC7A1 normally functions as High-affinity, low capacity permease involved in the transport of the cationic amino acids (arginine, lysine and ornithine) in non-hepatic tissues"
SLC7A10,HeLa cells with SLC7A10 knockdown showing high migration (distance) and migration (speed),"SLC7A10 normally functions as Associates with SLC3A2/4F2hc to form a functional heterodimeric complex that translocates small neutral L- and D-amino acids across the plasma membrane. Preferentially mediates exchange transport, but can also operate via facilitated diffusion (By similarity) (PubMed:23426681). Acts as a major transporter for glycine, L- and D-serine in the central nervous system. At the spinal cord and brainstem regulates glycine metabolism and glycinergic inhibitory neurotransmission by providing for glycine de novo synthesis from L-serine and glycine recycling from astrocytes to glycinergic motor neurons (By similarity). At Schaffer collateral-CA1 synapses mediates D-serine and glycine release that modulates post-synaptic activation of NMDA receptors and excitatory glutamatergic transmission (PubMed:23426681). May regulate D-serine release from mesenchymal progenitors located in developing subcutaneous adipose tissue, favoring white adipocyte over thermogenic beige adipocyte lineage commitment (By similarity)"
SLC7A11,HeLa cells with SLC7A11 knockdown showing high migration (distance),"SLC7A11 normally functions as Heterodimer with SLC3A2, that functions as an antiporter by mediating the exchange of extracellular anionic L-cystine and intracellular L-glutamate across the cellular plasma membrane (PubMed:11133847, PubMed:11417227, PubMed:14722095, PubMed:15151999, PubMed:34880232, PubMed:35245456, PubMed:35352032). Provides L-cystine for the maintenance of the redox balance between extracellular L-cystine and L-cysteine and for the maintenance of the intracellular levels of glutathione that is essential for cells protection from oxidative stress (By similarity). The transport is sodium-independent, electroneutral with a stoichiometry of 1:1, and is drove by the high intracellular concentration of L-glutamate and the intracellular reduction of L-cystine (PubMed:11133847, PubMed:11417227). In addition, mediates the import of L-kynurenine leading to anti-ferroptotic signaling propagation required to maintain L-cystine and glutathione homeostasis (PubMed:35245456). Moreover, mediates N-acetyl-L-cysteine uptake into the placenta leading to subsequently down-regulation of pathways associated with oxidative stress, inflammation and apoptosis (PubMed:34120018). In vitro can also transport L-aspartate (PubMed:11417227). May participate in astrocyte and meningeal cell proliferation during development and can provide neuroprotection by promoting glutathione synthesis and delivery from non-neuronal cells such as astrocytes and meningeal cells to immature neurons (By similarity). Controls the production of pheomelanin pigment directly (By similarity)"
SLC7A13,,"SLC7A13 normally functions as Associates with SLC3A1/rBAT to form a functional heterodimeric complex that transports anionic and neutral amino acids across the apical plasma membrane of renal epithelium. Preferentially mediates exchange transport, but can also operate via facilitated diffusion. May act as a major transporter for L-cystine in late proximal tubules, ensuring its reabsorption from the luminal fluid in exchange for cytosolic L-glutamate or L-aspartate"
SLC7A2,HeLa cells with SLC7A2 knockdown showing high migration (distance) and migration (speed),"SLC7A2 normally functions as Low-affinity, high capacity permease involved in the transport of the cationic amino acids (L-arginine, L-lysine, L-ornithine and L-homoarginine)"
SLC7A3,HeLa cells with SLC7A3 knockdown showing low migration (distance),"SLC7A3 normally functions as Uniporter that mediates the uptake of cationic L-amino acids such as L-arginine, L-lysine and L-ornithine (PubMed:9079705). The transport is sodium ions- and pH-independent, moderately trans-stimulated and is mediated by passive diffusion (PubMed:9079705)"
SLC7A4,HeLa cells with SLC7A4 knockdown showing high migration (distance),"SLC7A4 normally functions as Involved in the transport of the cationic amino acids (arginine, lysine and ornithine)"
SLC7A5,,"SLC7A5 normally functions as The heterodimer with SLC3A2 functions as a sodium-independent, high-affinity transporter that mediates uptake of large neutral amino acids such as phenylalanine, tyrosine, histidine, met hionine, tryptophan, valine, isoleucine and alanine (By similarity). The heterodimer with SLC3A2 mediates the uptake of L-DOPA and leucine (PubMed:11011012, PubMed:9915839). Functions as an amino acid exchanger (By similarity). May play a role in the transport of L-DOPA across the blood-brain barrier (PubMed:11011012). May act as the major transporter of tyrosine in fibroblasts (By similarity). May mediate blood-to-retina L-leucine transport across the inner blood-retinal barrier (By similarity). Can mediate the transport of thyroid hormones diiodothyronine (T2), triiodothyronine (T3) and thyroxine (T4) across the cell membrane. When associated with LAPTM4B, the heterodimer formed by SLC3A2 and SLC7A5 is recruited to lysosomes to promote leucine uptake into these organelles, and thereby mediates mTORC1 activation. Involved in the uptake of toxic methylmercury (MeHg) when administered as the L-cysteine or D,L-homocysteine complexes. Involved in the cellular activity of small molecular weight nitrosothiols, via the stereoselective transport of L-nitrosocysteine (L-CNSO) across the membrane (By similarity)"
SLC7A7,HeLa cells with SLC7A7 knockdown showing high migration (distance),"SLC7A7 normally functions as Heterodimer with SLC3A2, that functions as an antiporter which operates as an efflux route by exporting cationic amino acids from inside the cells in exchange with neutral amino acids plus sodium ions and may participate in nitric oxide synthesis via the transport of L-arginine (PubMed:10777485). Also mediates L-arginine transport in non-polarized cells, such as monocytes, and is essential for the correct function of these cells (By similarity). The transport mechanism is electroneutral and operates with a stoichiometry of 1:1 (PubMed:10777485). In vitro, Na(+) and Li(+), but also H(+), are cotransported with the neutral amino acids (PubMed:10777485)"
SLC7A8,"HeLa cells with SLC7A8 knockdown showing high migration (distance), migration (speed) and increased proliferation","SLC7A8 normally functions as Associates with SLC3A2 to form a functional heterodimeric complex that translocates small and large neutral amino acids with broad specificity and a stoichiometry of 1:1. Functions as amino acid antiporter mediating the influx of extracellular essential amino acids mainly in exchange with the efflux of highly concentrated intracellular amino acids. Has relatively symmetrical selectivities but strongly asymmetrical substrate affinities at both the intracellular and extracellular sides of the transporter. This asymmetry allows SLC7A8 to regulate intracellular amino acid pools (mM concentrations) by exchange with external amino acids (uM concentration range), equilibrating the relative concentrations of different amino acids across the plasma membrane instead of mediating their net uptake. May play an essential role in the reabsorption of neutral amino acids from the epithelial cells to the bloodstream in the kidney. Involved in the uptake of methylmercury (MeHg) when administered as the L-cysteine or D,L-homocysteine complexes, and hence plays a role in metal ion homeostasis and toxicity. Involved in the cellular activity of small molecular weight nitrosothiols, via the stereoselective transport of L-nitrosocysteine (L-CNSO) across the transmembrane (By similarity). Imports the thyroid hormone diiodothyronine (T2) and to a smaller extent triiodothyronine (T3) but not rT 3 or thyroxine (T4) (By similarity). Mediates the uptake of L-DOPA (By similarity). May participate in auditory function (By similarity)"
SLC7A9,HeLa cells with SLC7A9 knockdown showing low migration (distance),"SLC7A9 normally functions as Mediates the electrogenic exchange between cationic amino acids and neutral amino acids, with a stoichiometry of 1:1 (By similarity). Has system b(0,+)-like activity with high affinity for extracellular cationic amino acids and L-cystine and lower affinity for intracellular neutral amino acids (By similarity). Substrate exchange is driven by high concentration of intracellular neutral amino acids and the intracellular reduction of L-cystine to L-cysteine (By similarity). Required for reabsorption of L-cystine and dibasic amino acids across the brush border membrane in renal proximal tubules (By similarity)"
SLC8A1,HeLa cells with SLC8A1 knockdown showing high migration (distance),"SLC8A1 normally functions as Mediates the exchange of one Ca(2+) ion against three to four Na(+) ions across the cell membrane, and thereby contributes to the regulation of cytoplasmic Ca(2+) levels and Ca(2+)-dependent cellular processes (PubMed:7986817). Contributes to Ca(2+) transport during excitation-contraction coupling in muscle. In a first phase, voltage-gated channels mediate the rapid increase of cytoplasmic Ca(2+) levels due to release of Ca(2+) stores from the endoplasmic reticulum. SLC8A1 mediates the export of Ca(2+) from the cell during the next phase, so that cytoplasmic Ca(2+) levels rapidly return to baseline. Required for normal embryonic heart development and the onset of heart contractions (By similarity)"
SLC8A3,HeLa cells with SLC8A3 knockdown showing low migration (distance),"SLC8A3 normally functions as Mediates the electrogenic exchange of Ca(2+) against Na(+) ions across the cell membrane, and thereby contributes to the regulation of cytoplasmic Ca(2+) levels and Ca(2+)-dependent cellular processes. Contributes to cellular Ca(2+) homeostasis in excitable cells, both in muscle and in brain. In a first phase, voltage-gated channels mediate the rapid increase of cytoplasmic Ca(2+) levels due to release of Ca(2+) stores from the endoplasmic reticulum. SLC8A3 mediates the export of Ca(2+) from the cell during the next phase, so that cytoplasmic Ca(2+) levels rapidly return to baseline. Contributes to Ca(2+) transport during excitation-contraction coupling in muscle. In neurons, contributes to the rapid decrease of cytoplasmic Ca(2+) levels back to baseline after neuronal activation, and thereby contributes to modulate synaptic plasticity, learning and memory (By similarity). Required for normal oligodendrocyte differentiation and for normal myelination (PubMed:21959935). Mediates Ca(2+) efflux from mitochondria and contributes to mitochondrial Ca(2+) ion homeostasis (By similarity)"
SLCO1A2,HeLa cells with SLCO1A2 knockdown showing low migration (distance) and increased proliferation,"SLCO1A2 normally functions as Na(+)-independent transporter that mediates the cellular uptake of a broad range of organic anions such as the endogenous bile salts cholate and deoxycholate, either in their unconjugated or conjugated forms (taurocholate and glycocholate), estrone 3-sulfate and prostaglandin E2, at the plasma membrane (PubMed:11093941, PubMed:19129463, PubMed:9712861). Responsible for intestinal absorption of bile acids (PubMed:11093941). Capable of thyroid hormone transport (both T3 or 3,3',5'-triiodo-L-thyronine, and T4 or L-tyroxine) (PubMed:19129463, PubMed:9712861). Plays roles in blood-brain and -cerebrospinal fluid barrier transport of organic anions and signal mediators, and in hormone uptake by neural cells (By similarity). May also play a role in the reuptake of neuropeptides such as substance P/TAC1 and vasoactive intestinal peptide/VIP released from retinal neurons (By similarity). Shows a pH-sensitive substrate specificity which may be ascribed to the protonation state of the binding site and leads to a stimulation of substrate transport in an acidic microenvironment (PubMed:19129463). Hydrogencarbonate/HCO3(-) acts as the probable counteranion that exchanges for organic anions (PubMed:19129463). May contribute to regulate the transport of organic compounds in testis across the blood-testis-barrier (By similarity)"
