plate_well_id,plate,well,proliferation_score,proliferation_category,prompt,video_path
LT0004_11-00091_01,LT0004_11,91,1.6585,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00091_01.mp4
LT0004_11-00384_01,LT0004_11,384,3.5,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00384_01.mp4
LT0004_11-00102_01,LT0004_11,102,2.2927,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00102_01.mp4
LT0004_11-00207_01,LT0004_11,207,3.2281,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00207_01.mp4
LT0004_11-00164_01,LT0004_11,164,2.1622,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00164_01.mp4
LT0004_11-00323_01,LT0004_11,323,2.931,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00323_01.mp4
LT0004_11-00011_01,LT0004_11,11,2.9778,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00011_01.mp4
LT0004_11-00081_01,LT0004_11,81,1.7561,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00081_01.mp4
LT0004_11-00326_01,LT0004_11,326,3.1111,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00326_01.mp4
LT0004_11-00341_01,LT0004_11,341,2.9362,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00341_01.mp4
LT0004_11-00109_01,LT0004_11,109,2.5849,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00109_01.mp4
LT0004_11-00179_01,LT0004_11,179,3.0455,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00179_01.mp4
LT0004_11-00026_01,LT0004_11,26,3.3261,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00026_01.mp4
LT0004_11-00103_01,LT0004_11,103,2.5625,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00103_01.mp4
LT0004_11-00235_01,LT0004_11,235,2.8043,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00235_01.mp4
LT0004_11-00330_01,LT0004_11,330,3.2903,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00330_01.mp4
LT0004_11-00139_01,LT0004_11,139,2.9,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00139_01.mp4
LT0004_11-00052_01,LT0004_11,52,2.9091,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00052_01.mp4
LT0004_11-00273_01,LT0004_11,273,3.1897,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00273_01.mp4
LT0004_11-00175_01,LT0004_11,175,3.1087,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00175_01.mp4
LT0004_11-00050_01,LT0004_11,50,2.4419,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00050_01.mp4
LT0004_11-00248_01,LT0004_11,248,4.303,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00248_01.mp4
LT0004_11-00107_01,LT0004_11,107,2.3067,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00107_01.mp4
LT0004_11-00282_01,LT0004_11,282,3.1154,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00282_01.mp4
LT0004_11-00357_01,LT0004_11,357,2.5135,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00357_01.mp4
LT0004_11-00313_01,LT0004_11,313,2.8,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00313_01.mp4
LT0004_11-00204_01,LT0004_11,204,3.5333,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00204_01.mp4
LT0004_11-00260_01,LT0004_11,260,3.2222,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00260_01.mp4
LT0004_11-00015_01,LT0004_11,15,3.7073,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00015_01.mp4
LT0004_11-00368_01,LT0004_11,368,3.0,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00368_01.mp4
LT0004_11-00155_01,LT0004_11,155,2.7742,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00155_01.mp4
LT0004_11-00223_01,LT0004_11,223,3.3429,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00223_01.mp4
LT0004_11-00145_01,LT0004_11,145,3.0606,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00145_01.mp4
LT0004_11-00039_01,LT0004_11,39,3.3103,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00039_01.mp4
LT0004_11-00002_01,LT0004_11,2,3.1136,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00002_01.mp4
LT0004_11-00305_01,LT0004_11,305,2.9744,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00305_01.mp4
LT0004_11-00093_01,LT0004_11,93,1.6957,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00093_01.mp4
LT0004_11-00327_01,LT0004_11,327,2.2564,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00327_01.mp4
LT0004_11-00087_01,LT0004_11,87,4.2222,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00087_01.mp4
LT0004_11-00127_01,LT0004_11,127,4.5455,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00127_01.mp4
LT0004_11-00078_01,LT0004_11,78,2.7083,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00078_01.mp4
LT0004_11-00092_01,LT0004_11,92,5.4583,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00092_01.mp4
LT0004_11-00212_01,LT0004_11,212,3.3939,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00212_01.mp4
LT0004_11-00004_01,LT0004_11,4,3.1111,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00004_01.mp4
LT0004_11-00252_01,LT0004_11,252,3.4043,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00252_01.mp4
LT0004_11-00346_01,LT0004_11,346,2.1071,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00346_01.mp4
LT0004_11-00033_01,LT0004_11,33,3.2182,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00033_01.mp4
LT0004_11-00122_01,LT0004_11,122,2.92,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00122_01.mp4
LT0004_11-00114_01,LT0004_11,114,2.6818,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00114_01.mp4
LT0004_11-00292_01,LT0004_11,292,2.8148,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00292_01.mp4
LT0004_11-00064_01,LT0004_11,64,2.8667,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00064_01.mp4
LT0004_11-00193_01,LT0004_11,193,3.0154,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00193_01.mp4
LT0004_11-00117_01,LT0004_11,117,3.6897,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00117_01.mp4
LT0004_11-00254_01,LT0004_11,254,2.7955,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00254_01.mp4
LT0004_11-00288_01,LT0004_11,288,2.2,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00288_01.mp4
LT0004_11-00224_01,LT0004_11,224,3.1071,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00224_01.mp4
LT0004_11-00111_01,LT0004_11,111,3.0667,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00111_01.mp4
LT0004_11-00293_01,LT0004_11,293,2.1613,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00293_01.mp4
LT0004_11-00017_01,LT0004_11,17,2.5846,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00017_01.mp4
LT0004_11-00364_01,LT0004_11,364,2.8929,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00364_01.mp4
LT0004_11-00303_01,LT0004_11,303,2.8627,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00303_01.mp4
LT0004_11-00124_01,LT0004_11,124,3.1667,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00124_01.mp4
LT0004_11-00244_01,LT0004_11,244,3.1892,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00244_01.mp4
LT0004_11-00167_01,LT0004_11,167,3.1667,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00167_01.mp4
LT0004_11-00343_01,LT0004_11,343,2.7105,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00343_01.mp4
LT0004_11-00194_01,LT0004_11,194,3.5918,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00194_01.mp4
LT0004_11-00253_01,LT0004_11,253,3.0571,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00253_01.mp4
LT0004_11-00296_01,LT0004_11,296,2.7143,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00296_01.mp4
LT0004_11-00217_01,LT0004_11,217,2.9688,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00217_01.mp4
LT0004_11-00201_01,LT0004_11,201,3.5,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00201_01.mp4
LT0004_11-00307_01,LT0004_11,307,3.1786,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00307_01.mp4
LT0004_11-00239_01,LT0004_11,239,3.4074,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00239_01.mp4
LT0004_11-00251_01,LT0004_11,251,3.0923,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00251_01.mp4
LT0004_11-00360_01,LT0004_11,360,2.9231,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00360_01.mp4
LT0004_11-00317_01,LT0004_11,317,2.6512,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00317_01.mp4
LT0004_11-00202_01,LT0004_11,202,3.6071,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00202_01.mp4
LT0004_11-00311_01,LT0004_11,311,3.2105,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00311_01.mp4
LT0004_11-00169_01,LT0004_11,169,2.5976,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00169_01.mp4
LT0004_11-00005_01,LT0004_11,5,2.7241,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00005_01.mp4
LT0004_11-00275_01,LT0004_11,275,2.8182,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00275_01.mp4
LT0004_11-00021_01,LT0004_11,21,3.675,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00021_01.mp4
LT0004_11-00106_01,LT0004_11,106,2.2,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00106_01.mp4
LT0004_11-00211_01,LT0004_11,211,3.2093,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00211_01.mp4
LT0004_11-00339_01,LT0004_11,339,2.5152,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00339_01.mp4
LT0004_11-00337_01,LT0004_11,337,3.625,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00337_01.mp4
LT0004_11-00276_01,LT0004_11,276,2.4878,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00276_01.mp4
LT0004_11-00249_01,LT0004_11,249,2.4815,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00249_01.mp4
LT0004_11-00182_01,LT0004_11,182,2.6575,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00182_01.mp4
LT0004_11-00241_01,LT0004_11,241,2.75,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00241_01.mp4
LT0004_11-00345_01,LT0004_11,345,3.234,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00345_01.mp4
LT0004_11-00218_01,LT0004_11,218,3.2581,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00218_01.mp4
LT0004_11-00129_01,LT0004_11,129,4.2143,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00129_01.mp4
LT0004_11-00383_01,LT0004_11,383,3.359,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00383_01.mp4
LT0004_11-00027_01,LT0004_11,27,3.0612,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00027_01.mp4
LT0004_11-00046_01,LT0004_11,46,2.6226,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00046_01.mp4
LT0004_11-00310_01,LT0004_11,310,3.1944,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00310_01.mp4
LT0004_11-00058_01,LT0004_11,58,3.45,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00058_01.mp4
LT0004_11-00367_01,LT0004_11,367,3.0909,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00367_01.mp4
LT0004_11-00316_01,LT0004_11,316,2.9091,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00316_01.mp4
LT0004_11-00208_01,LT0004_11,208,3.3871,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00208_01.mp4
LT0004_11-00172_01,LT0004_11,172,4.32,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00172_01.mp4
LT0004_11-00038_01,LT0004_11,38,2.3659,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00038_01.mp4
LT0004_11-00073_01,LT0004_11,73,3.1667,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00073_01.mp4
LT0004_11-00100_01,LT0004_11,100,3.0,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00100_01.mp4
LT0004_11-00007_01,LT0004_11,7,3.0816,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00007_01.mp4
LT0004_11-00369_01,LT0004_11,369,2.8148,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00369_01.mp4
LT0004_11-00213_01,LT0004_11,213,3.78,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00213_01.mp4
LT0004_11-00291_01,LT0004_11,291,3.9333,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00291_01.mp4
LT0004_11-00274_01,LT0004_11,274,3.5116,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00274_01.mp4
LT0004_11-00116_01,LT0004_11,116,2.7353,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00116_01.mp4
LT0004_11-00229_01,LT0004_11,229,3.1628,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00229_01.mp4
LT0004_11-00195_01,LT0004_11,195,3.3387,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00195_01.mp4
LT0004_11-00363_01,LT0004_11,363,2.2051,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00363_01.mp4
LT0004_11-00290_01,LT0004_11,290,1.9796,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00290_01.mp4
LT0004_11-00214_01,LT0004_11,214,2.2407,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00214_01.mp4
LT0004_11-00082_01,LT0004_11,82,2.8696,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00082_01.mp4
LT0004_11-00067_01,LT0004_11,67,2.2,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00067_01.mp4
LT0004_11-00338_01,LT0004_11,338,3.3684,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00338_01.mp4
LT0004_11-00121_01,LT0004_11,121,3.6852,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00121_01.mp4
LT0004_11-00057_01,LT0004_11,57,2.3077,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00057_01.mp4
LT0004_11-00250_01,LT0004_11,250,2.4483,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00250_01.mp4
LT0004_11-00374_01,LT0004_11,374,3.5161,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00374_01.mp4
LT0004_11-00318_01,LT0004_11,318,2.9091,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00318_01.mp4
LT0004_11-00281_01,LT0004_11,281,3.7037,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00281_01.mp4
LT0004_11-00230_01,LT0004_11,230,3.1818,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00230_01.mp4
LT0004_11-00312_01,LT0004_11,312,2.7857,low,<ALEXANDER> Time-lapse microscopy video with low proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00312_01.mp4
LT0004_11-00302_01,LT0004_11,302,3.7805,high,<ALEXANDER> Time-lapse microscopy video with high proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00302_01.mp4
LT0004_11-00332_01,LT0004_11,332,3.0882,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00332_01.mp4
LT0004_11-00134_01,LT0004_11,134,2.8837,medium,<ALEXANDER> Time-lapse microscopy video with medium proliferation.,/proj/aicell/users/x_aleho/video-diffusion/data/processed/idr0013/val/LT0004_11/00134_01.mp4
